,h_id,r_id,t_id,predicted_head,similar_triples
98,117689,0,1153,True,172
99,13132,1,13302,True,58
100,6851,12,75142,True,4
101,2567,2,233,True,225
102,57658,1,5795,True,58
103,122570,0,4378,True,187
104,27422,7,1052,True,5119
105,72229,9,1325,True,1046
106,1059,1,16731,True,37
107,23824,2,350,True,419
108,74866,7,23,True,61044
109,106278,0,35947,True,125
110,31621,1,8136,True,201
111,92819,1,2444,True,131
112,89922,2,48005,True,2
113,58530,1,27060,True,31
114,30882,1,2475,True,108
115,70484,2,91435,True,1
116,21587,2,34198,True,14
117,14829,1,1105,True,243
118,47599,1,2531,True,344
119,17544,2,4416,True,193
120,84087,2,70856,True,9
121,81836,1,1084,True,110
122,66350,1,37459,True,9
123,38891,7,23,True,61044
124,108313,4,107635,True,5
125,35754,1,4354,True,178
126,10701,10,2277,True,184
127,69829,6,21821,True,73
128,111717,6,75381,True,26
129,68420,2,1832,True,365
130,86666,2,7311,True,55
131,117638,6,4494,True,0
132,17250,1,1220,True,278
133,42428,1,10244,True,111
134,5899,1,3605,True,69
135,72594,1,4030,True,282
136,101312,2,27456,True,40
137,28349,28,30336,True,0
138,71796,1,3206,True,195
139,12286,1,3295,True,202
140,39137,7,1052,True,5119
141,74530,2,438,True,295
142,21161,1,53679,True,11
143,15988,0,8013,True,15
144,37818,2,916,True,173
145,99137,15,24910,True,4
146,90566,1,817,True,560
147,16403,2,6591,True,91
148,66334,14,11917,True,296
149,32324,7,23,True,61044
150,4671,1,1719,True,355
151,69784,2,1151,True,171
152,60243,2,10133,True,57
153,113607,14,41677,True,11
154,41529,2,57474,True,45
155,110680,29,4732,True,101
156,104165,4,102308,True,5
157,79347,2,94223,True,7
158,13470,2,87537,True,19
159,112669,0,27065,True,4
160,62671,1,12140,True,112
161,110129,6,5634,True,28
162,82648,1,14891,True,20
163,61880,1,113736,True,1
164,13361,10,4957,True,29
165,86792,1,68277,True,21
166,75327,0,78348,True,3
167,31720,1,1227,True,360
168,6073,14,3557,True,40
169,54752,6,4732,True,411
170,106138,2,618,True,396
171,55888,2,35570,True,5
172,41642,1,5653,True,78
173,60372,14,19351,True,78
174,73479,1,340,True,272
175,67452,2,7462,True,237
176,2632,1,946,True,165
177,91753,2,440,True,230
178,77180,2,1412,True,554
179,107115,2,10446,True,118
180,93759,2,45142,True,74
181,24993,1,1750,True,134
182,12578,1,9134,True,38
183,93775,2,8634,True,130
184,4819,1,41255,True,7
185,36044,2,11196,True,152
186,9181,1,2535,True,195
187,7047,1,6245,True,131
188,16327,10,7731,True,62
189,116657,2,48943,True,5
190,104401,0,6479,True,112
191,10436,1,5868,True,55
192,14076,1,1680,True,346
193,11713,1,2047,True,86
194,83728,1,346,True,368
195,66678,1,6539,True,191
196,31877,1,2036,True,59
197,99757,3,1229,True,405
198,69753,6,120904,True,1
199,107981,0,30485,True,14
200,75292,0,25411,True,1
201,77446,1,53,True,482
202,18178,2,2272,True,346
203,75112,1,910,True,153
204,26198,1,12278,True,171
205,34209,2,7709,True,300
206,72550,23,78741,True,0
207,88581,1,2336,True,160
208,90936,1,7260,True,119
209,31270,2,16753,True,28
210,14169,1,5952,True,444
211,58066,4,27312,True,10
212,41965,2,13658,True,186
213,33218,1,9334,True,31
214,11828,2,2676,True,90
215,92372,2,7828,True,2
216,72666,7,23,True,61044
217,83502,2,3245,True,536
218,48082,1,40845,True,37
219,81832,6,11340,True,13
220,8705,1,549,True,445
221,33502,1,122,True,352
222,99005,1,1067,True,28
223,81449,2,21114,True,10
224,122178,0,9444,True,2
225,110573,0,78055,True,2
226,8028,2,4106,True,391
227,67389,2,26140,True,81
228,102535,1,6983,True,371
229,48343,1,3635,True,66
230,48704,6,32939,True,97
231,43633,1,3800,True,112
232,41839,1,14071,True,61
233,13366,7,1052,True,5119
234,60133,2,3073,True,512
235,8298,11,109436,True,1
236,45399,14,1306,True,254
237,55382,1,4561,True,306
238,114749,2,1780,True,187
239,90559,11,90150,True,0
240,46728,4,82136,True,6
241,61513,1,12140,True,112
242,60107,16,4254,True,69
243,67201,2,17935,True,14
244,17208,1,327,True,325
245,36680,1,17029,True,109
246,35201,6,15934,True,25
247,94908,1,383,True,286
248,34125,1,278,True,195
249,123137,0,12289,True,335
250,60549,1,32947,True,13
251,20788,8,9059,True,20
252,21765,1,1315,True,12
253,26166,2,195,True,274
254,59539,7,23,True,61044
255,33849,2,75565,True,7
256,80683,0,4087,True,801
257,117105,3,50472,True,5
258,39515,1,5775,True,447
259,46244,2,2821,True,145
260,57265,26,19672,True,4
261,8751,2,2129,True,148
262,24742,2,13628,True,94
263,21761,4,21226,True,7
264,52521,23,86665,True,0
265,42942,1,60796,True,24
266,32534,0,6014,True,6
267,101450,7,23,True,61044
268,3840,2,4250,True,17
269,78970,2,43112,True,10
270,64121,1,799,True,388
271,94695,1,4284,True,340
272,39602,1,11288,True,18
273,46194,22,52242,True,6
274,47812,1,3833,True,99
275,30407,7,23,True,61044
276,28267,2,9201,True,242
277,47029,1,24041,True,159
278,7430,1,16307,True,29
279,90415,6,7812,True,183
280,27857,1,37405,True,20
281,28304,2,98670,True,2
282,21509,4,95164,True,3
283,45337,8,104417,True,0
284,68658,2,65028,True,18
285,19636,2,16043,True,61
286,69257,1,1680,True,346
287,110264,2,6198,True,254
288,21584,1,4569,True,220
289,44348,1,1161,True,285
290,14096,1,13049,True,179
291,61035,1,1113,True,155
292,115886,0,115523,True,2
293,59149,0,1020,True,633
294,26524,1,35833,True,45
295,47981,1,8005,True,50
296,12139,1,11053,True,76
297,80503,2,19131,True,24
298,32703,1,14093,True,55
299,18063,4,113333,True,4
300,31171,4,33393,True,5
301,57067,2,9714,True,15
302,894,2,100266,True,3
303,50695,6,1811,True,221
304,93314,6,81906,True,2
305,98082,6,110851,True,0
306,72714,1,1071,True,501
307,75032,6,824,True,295
308,47083,2,24605,True,104
309,59062,10,4044,True,21
310,70282,7,23,True,61044
311,18620,7,23,True,61044
312,40552,2,83328,True,6
313,43277,2,25249,True,73
314,51766,1,5319,True,162
315,52644,1,4029,True,201
316,30599,1,8410,True,170
317,89623,1,30580,True,15
318,75636,1,2019,True,571
319,11652,2,383,True,314
320,119697,0,2299,True,83
321,12212,7,1052,True,5119
322,3052,1,7709,True,216
323,100865,2,61523,True,9
324,58140,2,4652,True,118
325,61429,2,51255,True,5
326,123126,0,114081,True,1
327,75868,2,1004,True,430
328,55717,2,6607,True,58
329,45138,2,5087,True,98
330,116782,3,5747,True,8
331,27555,1,1690,True,385
332,198,2,29686,True,19
333,37881,2,6871,True,143
334,83748,1,703,True,375
335,23331,2,4178,True,482
336,36051,1,3086,True,91
337,65588,1,5948,True,371
338,14103,2,27007,True,48
339,27933,1,2457,True,118
340,50400,2,712,True,154
341,37330,2,25343,True,37
342,45462,7,23,True,61044
343,120662,7,1052,True,5119
344,54645,7,23,True,61044
345,29978,2,290,True,388
346,75620,2,1285,True,484
347,80223,14,63347,True,14
348,3118,1,1216,True,103
349,16821,1,10402,True,59
350,12473,1,15328,True,71
351,11645,2,665,True,353
352,12131,1,836,True,168
353,93565,1,36331,True,26
354,36011,2,7131,True,67
355,1816,2,13074,True,83
356,46082,4,60724,True,7
357,42964,1,3018,True,361
358,66462,6,219,True,868
359,94585,2,1516,True,217
360,82249,2,5233,True,133
361,5749,4,106740,True,4
362,56252,1,1405,True,263
363,22308,2,2537,True,171
364,99747,2,7625,True,62
365,61232,2,17218,True,56
366,8959,2,10557,True,100
367,63025,19,71805,True,1
368,5867,1,5868,True,55
369,100156,2,2614,True,91
370,7983,1,17831,True,28
371,29468,2,2362,True,457
372,56319,2,3926,True,113
373,20929,1,6265,True,65
374,88442,2,1727,True,168
375,73320,14,60751,True,16
376,75426,0,1735,True,89
377,110398,17,54800,True,2
378,59518,2,8136,True,211
379,101186,4,1532,True,2
380,48610,2,983,True,437
381,95604,25,10785,True,36
382,216,1,5454,True,321
383,7109,2,981,True,38
384,83740,5,91682,True,12
385,6445,1,4561,True,306
386,20791,1,14749,True,45
387,105245,0,118074,True,1
388,90967,1,13428,True,91
389,66342,3,86103,True,2
390,64488,7,23,True,61044
391,123035,4,111461,True,3
392,21646,14,25982,True,10
393,5853,1,24964,True,77
394,72706,2,66416,True,10
395,99844,8,20073,True,1
396,35668,1,78318,True,8
397,48600,0,268,True,10173
398,79748,4,107640,True,1
399,23153,27,28251,True,0
400,74811,1,2887,True,74
401,39082,2,695,True,114
402,15194,0,5229,True,17
403,19778,1,13989,True,85
404,123076,0,5884,True,137
405,26461,2,161,True,324
406,4102,1,2162,True,277
407,30226,9,3011,True,368
408,31784,2,2779,True,204
409,15391,1,459,True,505
410,49124,6,118115,True,0
411,19067,1,4605,True,89
412,55965,2,25785,True,26
413,76015,1,977,True,459
414,104632,1,62678,True,25
415,53878,2,10241,True,187
416,32502,4,20633,True,2
417,97854,2,12080,True,347
418,105182,1,9408,True,108
419,43249,2,13545,True,106
420,40049,2,8152,True,138
421,4358,2,8513,True,66
422,64052,17,111835,True,1
423,81192,4,16894,True,3
424,65189,2,6356,True,75
425,91605,2,8420,True,41
426,34093,2,3584,True,144
427,97039,0,21894,True,61
428,4042,1,13411,True,173
429,42457,10,713,True,168
430,56334,2,3932,True,184
431,69920,2,91185,True,2
432,23123,1,30448,True,47
433,10757,2,6556,True,511
434,72673,0,58888,True,7
435,16388,7,23,True,61044
436,77996,7,23,True,61044
437,24026,10,16905,True,88
438,4486,1,1000,True,349
439,110539,4,56562,True,2
440,98608,2,3018,True,480
441,97032,1,18694,True,7
442,23673,1,15238,True,56
443,53101,2,2777,True,112
444,122600,7,1052,True,5119
445,59164,2,30889,True,15
446,32827,4,105145,True,5
447,81137,1,6356,True,85
448,26125,1,3421,True,98
449,12958,2,4064,True,43
450,64044,7,23,True,61044
451,30393,1,6740,True,37
452,49943,2,172,True,540
453,91297,7,1052,True,5119
454,89969,2,1504,True,384
455,20743,2,31449,True,7
456,22846,2,30491,True,24
457,24534,2,26396,True,15
458,86504,1,4058,True,417
459,114395,1,42522,True,6
460,33861,2,3171,True,450
461,123088,0,8998,True,455
462,93636,18,69583,True,0
463,69417,2,1680,True,320
464,7968,1,87958,True,7
465,50270,2,9392,True,101
466,62114,2,3306,True,34
467,32611,1,1000,True,349
468,13680,0,40176,True,2
469,29118,3,81848,True,0
470,102206,0,24103,True,22
471,91443,6,35666,True,44
472,5813,2,7839,True,98
473,61199,2,5124,True,506
474,32444,2,626,True,92
475,48957,1,2040,True,357
476,74206,1,35128,True,24
477,50155,1,1609,True,499
478,32430,0,268,True,10173
479,65851,2,3169,True,63
480,21548,6,6963,True,151
481,1274,2,6620,True,211
482,74354,2,21614,True,96
483,37059,2,638,True,190
484,46548,2,6526,True,246
485,75315,10,85142,True,5
486,22032,7,23,True,61044
487,40810,2,1034,True,351
488,48125,25,268,True,1316
489,68322,2,1512,True,279
490,43755,3,5313,True,61
491,109109,1,14583,True,179
492,4240,2,2887,True,72
493,104625,1,6291,True,79
494,24145,2,207,True,203
495,22691,10,7580,True,62
496,110369,1,2939,True,87
497,12663,10,10755,True,93
498,42689,2,8261,True,72
499,12396,2,3842,True,98
500,13052,2,1127,True,241
501,9398,1,953,True,266
502,71973,0,117556,True,1
503,65968,14,119647,True,5
504,24981,1,454,True,184
505,6204,2,438,True,295
506,77874,1,5150,True,243
507,117959,2,52689,True,26
508,2677,2,2535,True,173
509,62913,1,23765,True,63
510,83356,7,1052,True,5119
511,63444,4,112499,True,0
512,69703,2,23490,True,32
513,104295,1,446,True,57
514,68307,2,5120,True,159
515,46897,1,21213,True,43
516,1101,7,23,True,61044
517,116911,9,139,True,1660
518,20110,2,13365,True,110
519,53954,1,124,True,484
520,34657,1,360,True,303
521,28014,1,12951,True,100
522,96936,2,5225,True,25
523,48025,2,1161,True,269
524,8437,15,46401,True,7
525,91256,2,91769,True,2
526,8531,1,76857,True,11
527,123165,0,12706,True,279
528,23331,2,133,True,274
529,123166,30,108337,True,0
530,7943,2,568,True,367
531,84770,1,9822,True,89
532,65340,1,104,True,514
533,105300,2,6997,True,169
534,24437,1,4058,True,417
535,102771,2,1397,True,138
536,27750,2,36578,True,8
537,93110,1,5775,True,447
538,6767,0,4378,True,187
539,22094,1,1146,True,52
540,88059,1,11,True,366
541,9213,1,471,True,34
542,55072,23,72848,True,1
543,50944,1,97218,True,3
544,68563,1,893,True,234
545,87196,2,7118,True,113
546,79136,2,1551,True,172
547,8582,1,17065,True,71
548,65281,2,21472,True,112
549,29760,1,929,True,139
550,23113,2,13262,True,61
551,54824,2,15802,True,14
552,4118,12,104517,True,4
553,61842,1,2184,True,159
554,104093,7,23,True,61044
555,46994,1,172,True,532
556,104197,0,4087,True,801
557,34690,2,34691,True,14
558,81649,2,4106,True,391
559,22657,0,58416,True,27
560,61901,4,62443,True,4
561,90611,2,8062,True,42
562,36240,2,19575,True,66
563,83768,2,15926,True,57
564,72822,1,6856,True,282
565,91844,1,13989,True,85
566,23442,2,29753,True,10
567,24991,10,1603,True,114
568,12346,14,2902,True,385
569,29922,1,4284,True,340
570,90683,1,25811,True,20
571,24340,1,3676,True,151
572,46148,29,268,True,371
573,37157,2,340,True,261
574,37164,0,64380,True,2
575,89944,0,64264,True,12
576,99919,1,508,True,335
577,39357,0,12546,True,32
578,45141,1,12080,True,269
579,95584,14,43504,True,43
580,24202,2,667,True,413
581,68458,2,29,True,172
582,83985,2,21614,True,96
583,94538,2,3067,True,167
584,110100,0,110099,True,1
585,16361,7,23,True,61044
586,67144,7,23,True,61044
587,37491,1,2213,True,116
588,6365,2,9381,True,127
589,156,2,24964,True,85
590,100063,15,98623,True,1
591,83083,7,23,True,61044
592,15703,2,9299,True,32
593,29066,1,17247,True,50
594,3099,15,21314,True,0
595,69856,6,32622,True,15
596,43679,1,4049,True,150
597,40285,2,19834,True,41
598,21846,2,1427,True,46
599,110255,0,268,True,10173
600,69174,2,23766,True,15
601,44708,2,33095,True,28
602,99901,0,4572,True,131
603,8424,1,172,True,532
604,9007,1,3924,True,133
605,41020,1,2263,True,161
606,28224,25,21295,True,1
607,38541,2,18336,True,67
608,21976,2,3846,True,120
609,115632,0,24487,True,6
610,121943,0,12289,True,335
611,6600,2,2800,True,198
612,84139,1,39892,True,29
613,30908,2,56480,True,13
614,111379,2,695,True,114
615,57719,2,16836,True,41
616,33521,2,6035,True,64
617,57378,7,23,True,61044
618,85191,2,10786,True,108
619,53430,1,2236,True,468
620,12106,2,10941,True,44
621,41923,1,166,True,17
622,1544,7,23,True,61044
623,54968,2,17,True,62
624,15771,2,8979,True,117
625,68376,2,34289,True,50
626,83303,2,5259,True,55
627,25652,6,7647,True,19
628,25382,1,4296,True,157
629,70702,1,29641,True,13
630,37698,7,23,True,61044
631,42053,25,10200,True,80
632,53279,2,29084,True,77
633,104819,9,139,True,1660
634,14909,1,16779,True,72
635,25148,1,3334,True,33
636,64242,22,73794,True,3
637,98661,14,1306,True,254
638,87592,1,10189,True,98
639,91601,2,817,True,558
640,42286,7,23,True,61044
641,78661,1,14715,True,151
642,74630,1,8450,True,31
643,49031,1,2189,True,209
644,20681,2,3283,True,315
645,57302,0,81272,True,14
646,102819,0,115290,True,2
647,9773,2,15116,True,24
648,53412,1,799,True,388
649,30043,1,1169,True,37
650,109212,6,53010,True,7
651,72485,7,23,True,61044
652,16875,15,57850,True,3
653,11810,14,115086,True,3
654,35579,2,7826,True,56
655,101668,14,31858,True,99
656,2059,10,4174,True,93
657,7072,2,846,True,139
658,51096,1,135,True,130
659,53449,2,10478,True,170
660,26722,2,10337,True,115
661,109173,2,4332,True,157
662,45770,4,74843,True,7
663,7549,2,90,True,268
664,20455,2,16793,True,79
665,7515,1,11,True,366
666,43326,1,5296,True,140
667,35782,1,18250,True,41
668,115655,0,81255,True,7
669,84081,7,23,True,61044
670,20069,11,20068,True,0
671,86972,14,115187,True,7
672,105471,18,52251,True,0
673,120406,7,23,True,61044
674,36049,2,1113,True,185
675,4358,1,8513,True,71
676,68414,9,628,True,1179
677,14241,2,1412,True,554
678,37827,1,12976,True,57
679,64167,6,26314,True,11
680,3125,17,71201,True,0
681,50919,17,34531,True,0
682,55767,2,350,True,419
683,70081,7,23,True,61044
684,81879,1,1227,True,360
685,15782,2,21977,True,70
686,76166,4,92716,True,7
687,60346,1,20154,True,129
688,690,1,1588,True,3
689,2683,1,1309,True,74
690,70756,1,496,True,41
691,46395,2,124,True,483
692,65126,2,9498,True,174
693,41994,1,3886,True,436
694,56692,3,1811,True,226
695,33685,2,10224,True,193
696,94410,6,44577,True,60
697,110263,0,4378,True,187
698,32461,1,6983,True,371
699,31151,2,199,True,376
700,97781,14,1521,True,56
701,5643,4,52407,True,6
702,82179,2,893,True,219
703,25090,1,17626,True,140
704,74794,1,707,True,578
705,13755,2,4874,True,86
706,81856,1,906,True,288
707,60331,1,651,True,429
708,16303,7,23,True,61044
709,95461,0,21894,True,61
710,9894,12,39694,True,7
711,44418,2,1004,True,430
712,21168,1,2310,True,218
713,60054,2,1220,True,261
714,21679,1,5478,True,151
715,53554,1,681,True,311
716,17073,2,76674,True,6
717,76235,1,2034,True,77
718,10664,2,398,True,213
719,95161,6,105837,True,0
720,57392,1,7674,True,57
721,45156,2,1644,True,187
722,21495,1,5398,True,462
723,12274,2,342,True,73
724,1635,12,654,True,19
725,64065,0,32415,True,29
726,6180,2,67,True,93
727,18874,2,1034,True,351
728,4638,4,27436,True,5
729,34382,2,66778,True,14
730,80522,1,1241,True,278
731,108023,5,112921,True,0
732,88749,16,15096,True,19
733,36671,7,23,True,61044
734,51499,2,24041,True,184
735,15472,1,14792,True,15
736,43361,11,43360,True,0
737,48308,1,201,True,385
738,83951,2,991,True,205
739,24720,1,100,True,387
740,27620,2,7054,True,93
741,31958,2,5296,True,166
742,72865,7,23,True,61044
743,105250,1,4126,True,116
744,105004,0,22769,True,0
745,60207,1,3922,True,303
746,6180,6,3144,True,334
747,77915,1,102855,True,1
748,74131,2,2676,True,90
749,11677,2,39892,True,28
750,64479,2,27316,True,51
751,110396,2,2971,True,451
752,43776,1,2338,True,52
753,122958,0,13562,True,104
754,108269,7,23,True,61044
755,87370,19,35867,True,1
756,65074,7,23,True,61044
757,73469,2,681,True,272
758,78309,1,2815,True,130
759,6558,2,5842,True,411
760,84612,4,10156,True,7
761,30464,1,1412,True,583
762,22040,19,83037,True,0
763,123167,0,94709,True,10
764,15601,1,8634,True,127
765,5404,10,23120,True,29
766,99378,2,7379,True,76
767,21876,2,2694,True,240
768,4173,2,2061,True,267
769,71272,1,3800,True,112
770,35540,4,102409,True,3
771,39599,1,681,True,311
772,17192,1,578,True,81
773,61570,1,11,True,366
774,57547,2,9688,True,67
775,40267,2,29902,True,24
776,71969,14,1968,True,612
777,40154,15,29262,True,2
778,58188,2,4058,True,399
779,10160,2,336,True,150
780,64248,1,11406,True,37
781,30788,1,2294,True,157
782,51638,7,23,True,61044
783,113698,1,681,True,311
784,26645,14,1306,True,254
785,63658,2,6738,True,86
786,331,2,5304,True,141
787,34211,1,30121,True,12
788,17871,1,3002,True,190
789,109137,1,31499,True,8
790,37390,1,5689,True,84
791,32602,10,10995,True,72
792,101932,0,7920,True,286
793,36611,7,23,True,61044
794,31968,2,1356,True,20
795,13453,0,268,True,10173
796,20519,14,93854,True,31
797,109680,3,61463,True,4
798,104084,2,3206,True,210
799,33170,0,6173,True,257
800,103151,18,63085,True,0
801,13433,1,1330,True,123
802,57484,2,935,True,263
803,36000,14,28431,True,11
804,68253,12,77329,True,4
805,106400,2,4935,True,121
806,63081,6,31660,True,36
807,36364,2,7189,True,493
808,17985,2,1514,True,62
809,27450,23,53163,True,1
810,37131,1,100229,True,8
811,9553,32,10237,True,15
812,43969,1,11416,True,52
813,32461,2,2544,True,413
814,88901,14,8104,True,32
815,48104,0,4087,True,801
816,94377,0,268,True,10173
817,80544,1,12608,True,47
818,40282,2,4926,True,85
819,2773,1,8883,True,200
820,34690,2,3350,True,65
821,58959,25,1058,True,73
822,95352,4,118761,True,1
823,20253,30,94194,True,3
824,68485,2,4106,True,391
825,23105,7,23,True,61044
826,100167,4,65364,True,4
827,49109,2,5409,True,96
828,37310,19,33481,True,0
829,30570,1,2263,True,161
830,12396,2,25900,True,11
831,99451,7,23,True,61044
832,66409,0,4495,True,425
833,91406,2,7603,True,81
834,22601,1,7543,True,88
835,27051,11,27050,True,2
836,48445,2,4569,True,214
837,100256,7,23,True,61044
838,104002,0,268,True,10173
839,78257,2,1690,True,383
840,70486,6,75521,True,2
841,35220,1,2533,True,347
842,9502,2,30383,True,39
843,41056,2,7313,True,264
844,43295,29,122308,True,0
845,87754,3,1054,True,55
846,85675,1,45710,True,14
847,43902,1,5407,True,63
848,50816,2,1275,True,315
849,79852,3,75196,True,10
850,13644,2,14339,True,145
851,25009,2,3448,True,131
852,3801,2,27,True,184
853,89256,2,107452,True,1
854,34487,2,1690,True,383
855,110820,2,3777,True,42
856,41744,1,5509,True,239
857,28670,2,763,True,88
858,88501,0,2688,True,200
859,32269,1,88523,True,3
860,43910,14,7233,True,235
861,27016,12,6658,True,8
862,2951,2,3348,True,385
863,72563,0,268,True,10173
864,93509,2,43096,True,36
865,40148,4,93838,True,7
866,31750,1,3471,True,79
867,11606,1,12278,True,171
868,87179,2,2628,True,289
869,59063,2,42819,True,5
870,41582,2,20281,True,33
871,11625,2,15695,True,200
872,115751,30,105232,True,0
873,31918,1,1644,True,202
874,64460,2,2362,True,457
875,13616,1,1855,True,132
876,38697,0,12053,True,110
877,73385,1,164,True,389
878,61638,1,33653,True,19
879,17581,1,3276,True,510
880,16990,1,59,True,356
881,41246,2,5842,True,411
882,84000,2,6062,True,91
883,31162,2,92619,True,6
884,59826,2,1241,True,273
885,104952,0,13012,True,295
886,50242,2,76725,True,14
887,15106,8,5887,True,3
888,75580,14,9744,True,50
889,42194,0,10504,True,135
890,101549,1,47752,True,11
891,69366,4,25395,True,4
892,79157,2,12933,True,232
893,39923,6,25274,True,65
894,27956,2,124,True,483
895,105390,2,7189,True,493
896,29073,7,23,True,61044
897,56801,1,27355,True,60
898,68743,2,19148,True,188
899,20566,2,6131,True,25
900,39943,1,4527,True,237
901,44917,1,11207,True,79
902,28591,2,6321,True,51
903,92116,9,2204,True,234
904,45005,2,15423,True,155
905,40279,1,1374,True,55
906,9815,22,30336,True,16
907,14266,10,36205,True,21
908,5519,23,72945,True,1
909,7949,0,7950,True,0
910,72734,2,10337,True,115
911,29997,2,3384,True,222
912,96288,6,62507,True,14
913,44644,1,334,True,218
914,71175,2,15953,True,71
915,43781,2,124,True,483
916,10272,1,836,True,168
917,90086,29,79,True,26
918,12139,2,6661,True,62
919,76598,1,30039,True,20
920,46598,1,12465,True,46
921,118840,1,10038,True,229
922,8487,2,36610,True,16
923,60524,2,10379,True,78
924,56884,2,83,True,678
925,110234,6,74068,True,2
926,15009,1,2533,True,347
927,23543,14,41519,True,43
928,92909,7,23,True,61044
929,100815,14,120233,True,4
930,88235,1,7478,True,75
931,40234,1,23655,True,74
932,58188,2,2236,True,459
933,71301,1,2652,True,513
934,72635,7,23,True,61044
935,31375,1,3067,True,155
936,68443,6,18675,True,18
937,12418,1,1255,True,121
938,14610,1,1842,True,304
939,1590,10,26169,True,42
940,4890,2,2202,True,337
941,49120,2,2745,True,190
942,18901,1,383,True,286
943,8351,2,23514,True,5
944,1945,6,41234,True,5
945,24429,2,11505,True,102
946,30335,2,20247,True,6
947,83576,17,64142,True,0
948,10002,10,5741,True,42
949,31075,1,2794,True,59
950,110822,0,73184,True,9
951,32491,2,7099,True,137
952,32611,6,79890,True,22
953,112760,14,834,True,163
954,7190,2,76606,True,11
955,44981,2,2865,True,32
956,35607,0,8562,True,22
957,34315,1,38207,True,31
958,40481,7,23,True,61044
959,8235,2,2338,True,44
960,72270,1,94838,True,3
961,87187,0,9553,True,140
962,43867,1,53,True,482
963,34715,7,23,True,61044
964,26753,0,1,True,968
965,89692,1,15855,True,180
966,82160,1,2162,True,277
967,14794,2,39298,True,12
968,63469,12,6412,True,5
969,107600,5,10876,True,132
970,103680,7,23,True,61044
971,104207,14,74990,True,11
972,76056,2,2390,True,384
973,25310,2,30622,True,88
974,32432,6,10538,True,72
975,17157,2,18991,True,29
976,2619,6,3582,True,115
977,87307,20,45356,True,1
978,30938,2,6856,True,269
979,76288,5,176,True,60
980,76024,2,43213,True,12
981,27808,3,855,True,4
982,43681,17,72819,True,0
983,18660,2,290,True,388
984,117728,0,9529,True,4
985,1596,1,80830,True,6
986,21861,1,5005,True,226
987,34558,1,34958,True,29
988,70948,1,1564,True,181
989,2607,1,38151,True,34
990,53471,1,28004,True,12
991,52214,14,29703,True,9
992,5554,2,438,True,295
993,35112,7,23,True,61044
994,12786,1,4284,True,340
995,52166,7,23,True,61044
996,54880,1,40764,True,22
997,82694,1,910,True,153
998,79963,1,6526,True,240
999,46625,15,25030,True,4
1000,85053,3,1229,True,405
1001,7880,10,14660,True,51
1002,95865,2,2286,True,34
1003,77963,0,13012,True,295
