,h_id,r_id,t_id,predicted_head,similar_triples
304,11700,85,434,True,2586
305,9229,216,9616,True,6
306,3259,116,6960,True,4
307,3660,106,1327,True,78
308,2995,24,6403,True,2
309,2995,66,3373,True,15
310,931,7,5936,True,13
311,1484,106,1080,True,8
312,1162,29,7590,True,5
313,6907,31,6346,True,18
314,74,29,68,True,30
315,2045,29,8168,True,9
316,4055,50,7924,True,0
317,7513,76,12166,True,5
318,6441,26,1098,True,802
319,6749,227,8988,True,2
320,3348,103,3059,True,6
321,2017,10,2202,True,58
322,3588,21,966,True,13
323,9070,59,2680,True,0
324,8929,85,434,True,2586
325,457,7,6502,True,6
326,457,7,8779,True,12
327,457,7,4333,True,17
328,457,10,6045,True,14
329,4565,40,5813,True,2
330,4046,14,160,True,1477
331,430,8,3333,True,21
332,986,94,13237,True,0
333,10907,35,9089,True,4
334,650,48,32,True,2509
335,7436,217,3433,True,65
336,4462,6,6278,True,3
337,559,7,7300,True,17
338,1546,42,2543,True,8
339,1546,42,5948,True,5
340,1546,92,5030,True,14
341,1546,92,3419,True,8
342,9375,13,1304,True,242
343,9358,10,5023,True,10
344,6901,85,1665,True,312
345,1394,0,1,True,67
346,9143,31,1211,True,403
347,12164,170,2909,True,2
348,5969,48,32,True,2509
349,5979,86,1938,True,36
350,506,92,10219,True,7
351,506,92,4373,True,4
352,4047,102,3168,True,0
353,3485,62,420,True,153
354,2779,85,1665,True,312
355,1271,92,4446,True,13
356,3030,159,13188,True,2
357,9783,20,5773,True,3
358,9783,20,6193,True,6
359,10217,19,11188,True,22
360,3644,28,32,True,1317
361,11090,48,32,True,2509
362,2298,38,5478,True,2
363,3566,13,68,True,290
364,12359,18,6851,True,27
365,2417,15,8608,True,2
366,5130,4,117,True,485
367,1670,6,5653,True,11
368,14328,20,3121,True,7
369,629,13,449,True,256
370,1853,98,3175,True,21
371,4575,25,62,True,3612
372,1566,89,2844,True,1
373,1566,89,3063,True,1
374,6913,48,382,True,292
375,3224,203,6322,True,53
376,7281,6,4699,True,8
377,6336,116,6385,True,10
378,12657,10,5382,True,76
379,10596,85,434,True,2586
380,2012,65,1162,True,9
381,11154,17,818,True,872
382,10313,26,990,True,667
383,7585,6,7719,True,7
384,236,63,8153,True,0
385,236,63,6791,True,0
386,236,63,6991,True,0
387,2187,6,6792,True,10
388,3177,31,658,True,453
389,10522,24,8187,True,5
390,6757,23,3964,True,45
391,6261,24,2635,True,6
392,167,124,2956,True,130
393,3117,52,5825,True,3
394,3117,20,3664,True,8
395,3117,20,3490,True,9
396,7967,17,2044,True,76
397,13361,43,384,True,803
398,2215,48,32,True,2509
399,257,25,62,True,3612
400,1019,112,8574,True,4
401,1019,89,11587,True,3
402,7200,74,9082,True,0
403,330,15,308,True,2
404,2121,152,13298,True,3
405,1963,17,789,True,161
406,1209,19,2031,True,58
407,4656,48,32,True,2509
408,578,10,358,True,73
409,4601,19,2658,True,30
410,9215,136,12507,True,14
411,9915,61,521,True,168
412,10226,28,382,True,348
413,11113,43,141,True,2914
414,1513,7,8546,True,11
415,7781,1,752,True,0
416,182,90,1793,True,38
417,13699,181,800,True,5
418,10412,38,9798,True,0
419,11936,172,7192,True,59
420,5127,13,1934,True,328
421,3483,19,1469,True,205
422,9759,19,20,True,14
423,12717,17,818,True,872
424,710,14,1946,True,78
425,2124,31,6937,True,17
426,3446,25,62,True,3612
427,3859,19,3724,True,31
428,4817,13,1394,True,29
429,8327,11,23,True,1311
430,6491,19,2351,True,109
431,169,44,11730,True,2
432,169,44,8653,True,3
433,2475,13,2282,True,239
434,2783,210,3202,True,52
435,3553,25,62,True,3612
436,4210,6,67,True,9
437,13322,216,6501,True,5
438,861,66,373,True,1
439,10188,20,11344,True,8
440,9993,19,9988,True,11
441,10980,67,844,True,13
442,10920,51,160,True,218
443,2968,203,4358,True,0
444,9103,8,7524,True,7
445,5414,13,331,True,244
446,5177,17,818,True,872
447,9530,48,32,True,2509
448,3780,29,2978,True,7
449,3780,29,8097,True,1
450,11444,150,6281,True,1
451,8191,43,141,True,2914
452,3007,19,6373,True,19
453,10546,34,90,True,1164
454,11937,20,1951,True,6
455,3652,19,550,True,60
456,11710,15,9384,True,1
457,1459,138,1086,True,20
458,1212,24,6489,True,14
459,3672,10,5491,True,69
460,409,19,3458,True,47
461,3042,31,466,True,168
462,3042,13,637,True,362
463,14390,154,2620,True,123
464,463,20,5037,True,8
465,3201,7,6919,True,7
466,3959,182,2517,True,31
467,189,47,7030,True,14
468,1959,31,2512,True,126
469,942,100,160,True,501
470,13589,46,152,True,55
471,8033,44,2535,True,2
472,7254,10,233,True,68
473,250,14,160,True,1477
474,9171,191,9801,True,19
475,41,17,871,True,575
476,112,7,5580,True,2
477,112,7,2624,True,11
478,1225,24,1327,True,102
479,220,59,2495,True,0
480,7535,6,6011,True,12
481,6253,28,382,True,348
482,11717,232,160,True,109
483,11041,31,439,True,110
484,11041,13,32,True,1189
485,4630,26,64,True,806
486,1323,89,7839,True,4
487,4561,24,9055,True,7
488,2422,48,32,True,2509
489,3578,13,308,True,216
490,1002,211,4879,True,0
491,22,26,990,True,667
492,3681,106,592,True,193
493,9184,48,1928,True,185
494,4377,43,141,True,2914
495,4377,66,9221,True,3
496,6265,13,331,True,244
497,5186,27,988,True,1
498,6161,107,4,True,121
499,6327,163,1327,True,7
500,7912,84,10147,True,8
501,1925,43,141,True,2914
502,10229,6,234,True,4
503,10308,17,60,True,291
504,9470,26,2242,True,98
505,3365,51,160,True,218
506,6001,6,6016,True,3
507,11697,26,1098,True,802
508,2153,7,3308,True,10
509,3737,101,2736,True,143
510,13434,195,2550,True,156
511,6865,28,1080,True,141
512,4128,48,32,True,2509
513,7622,19,931,True,90
514,6997,19,9062,True,12
515,1247,22,6254,True,0
516,615,29,3028,True,23
517,1796,130,841,True,2
518,7318,38,6061,True,5
519,3921,22,3269,True,1
520,7769,17,818,True,872
521,1831,17,862,True,2264
522,13072,236,478,True,0
523,622,69,4904,True,15
524,3676,48,32,True,2509
525,4979,35,855,True,20
526,2710,13,27,True,296
527,2137,25,62,True,3612
528,2318,13,68,True,290
529,4070,6,3238,True,11
530,166,19,559,True,377
531,1044,15,13811,True,3
532,14244,43,141,True,2914
533,1574,17,2948,True,5
534,5939,13,382,True,318
535,13341,17,243,True,435
536,14424,154,2438,True,455
537,495,13,3435,True,30
538,2261,20,5957,True,10
539,529,20,11588,True,3
540,6363,26,1936,True,333
541,10476,124,2846,True,257
542,5822,19,4418,True,48
543,8113,32,4163,True,0
544,3861,14,160,True,1477
545,8060,60,90,True,457
546,7973,39,4621,True,0
547,4330,101,1467,True,126
548,5348,101,9764,True,39
549,5468,179,236,True,33
550,718,43,141,True,2914
551,9365,24,11980,True,0
552,2477,43,141,True,2914
553,832,38,3430,True,6
554,8170,154,1437,True,185
555,8543,176,12087,True,14
556,11408,188,3232,True,13
557,3892,116,25,True,6
558,2658,7,5782,True,3
559,6719,11,23,True,1311
560,4069,105,1305,True,13
561,4500,9,2358,True,14
562,10835,48,181,True,133
563,9260,121,10564,True,2
564,580,18,10398,True,21
565,3308,30,1017,True,29
566,3827,0,1713,True,57
567,1551,18,10398,True,21
568,13346,95,224,True,36
569,10268,185,32,True,203
570,7692,35,1562,True,33
571,5447,13,2091,True,194
572,11182,6,7384,True,5
573,4489,15,11753,True,1
574,6079,148,2861,True,43
575,7719,193,1934,True,8
576,2102,101,1481,True,44
577,3844,19,711,True,39
578,2011,31,655,True,62
579,2672,100,160,True,501
580,5532,25,62,True,3612
581,1350,13,158,True,304
582,2147,66,592,True,332
583,271,30,3869,True,6
584,5467,71,2018,True,0
585,5467,71,6992,True,0
586,1716,25,62,True,3612
587,4348,103,2296,True,10
588,5639,17,1002,True,574
589,6043,13,1585,True,93
590,4828,39,10813,True,0
591,11122,2,11452,True,2
592,6615,15,216,True,1
593,1347,19,5943,True,47
594,1253,71,9020,True,1
595,3046,42,9862,True,5
596,6680,94,7830,True,0
597,465,13,274,True,292
598,465,13,1046,True,317
599,375,20,7157,True,7
600,8353,85,434,True,2586
601,2250,2,7234,True,1
602,5801,14,160,True,1477
603,3543,120,791,True,788
604,3240,13,27,True,296
605,2729,28,32,True,1317
606,3031,48,1124,True,365
607,3031,24,249,True,51
608,7180,33,90,True,373
609,10259,19,2167,True,11
610,12333,17,1192,True,346
611,2209,25,62,True,3612
612,1434,6,234,True,4
613,2212,13,68,True,290
614,3951,6,679,True,1
615,2856,1,9429,True,0
616,7776,1,4716,True,1
617,2299,19,261,True,65
618,11068,13,449,True,256
619,11068,13,68,True,290
620,367,6,1075,True,13
621,8441,19,1049,True,113
622,6250,13,449,True,256
623,557,19,6819,True,16
624,2505,34,90,True,1164
625,11026,121,2967,True,2
626,1386,182,2192,True,79
627,1386,10,9150,True,71
628,4940,109,11489,True,0
629,1135,19,9887,True,38
630,8083,47,6280,True,6
631,10328,25,62,True,3612
632,9004,67,6368,True,20
633,3481,26,2948,True,170
634,1389,7,7577,True,25
635,2641,104,1718,True,32
636,9671,126,13597,True,0
637,9671,126,115,True,0
638,9671,126,8859,True,0
639,4076,19,10033,True,14
640,2488,85,434,True,2586
641,11261,28,382,True,348
642,6412,48,32,True,2509
643,4221,26,64,True,806
644,527,60,90,True,457
645,2820,7,5861,True,12
646,5659,21,4670,True,3
647,203,48,32,True,2509
648,8116,31,136,True,416
649,4111,34,90,True,1164
650,4388,100,160,True,501
651,8175,31,658,True,453
652,3407,35,7238,True,30
653,6347,19,4620,True,64
654,9949,6,1227,True,6
655,633,13,1304,True,242
656,181,15,13288,True,0
657,8864,86,482,True,23
658,6422,19,955,True,76
659,2645,13,1260,True,165
660,1080,94,10505,True,0
661,3476,85,434,True,2586
662,5864,26,1936,True,333
663,13775,20,5931,True,7
664,900,13,32,True,1189
665,1909,27,9373,True,1
666,11750,25,62,True,3612
667,1312,136,3795,True,42
668,8365,115,6114,True,148
669,3306,13,1304,True,242
670,865,136,34,True,19
671,6652,106,12101,True,0
672,6652,13,68,True,290
673,10808,6,9790,True,7
674,6671,38,4370,True,8
675,32,15,3991,True,1
676,32,15,13586,True,1
677,32,87,8166,True,0
678,6930,41,2085,True,13
679,1216,43,141,True,2914
680,2118,21,11127,True,1
681,9346,47,379,True,0
682,138,42,9161,True,0
683,138,42,10342,True,6
684,4186,13,2046,True,189
685,2733,29,419,True,4
686,2733,29,181,True,45
687,11616,17,215,True,863
688,11991,110,494,True,225
689,8990,17,871,True,575
690,10354,113,737,True,90
691,9066,71,4848,True,1
692,1414,17,2123,True,380
693,360,19,776,True,25
694,3834,22,7665,True,0
695,10015,133,32,True,295
696,1709,47,2152,True,1
697,564,8,3667,True,20
698,117,130,5130,True,3
699,8822,85,434,True,2586
700,2067,26,1881,True,390
701,5780,172,1978,True,69
702,6511,38,228,True,20
703,468,27,4112,True,0
704,6743,6,3864,True,9
705,1060,7,4384,True,6
706,12535,20,2306,True,13
707,2284,27,4407,True,2
708,1322,14,5334,True,180
709,5366,20,12884,True,6
710,4677,19,3241,True,45
711,1075,34,90,True,1164
712,1075,11,490,True,43
713,9515,17,243,True,435
714,5596,17,2424,True,157
715,11185,172,5721,True,41
716,13671,150,1046,True,5
717,30,66,1327,True,253
718,7680,93,513,True,11
719,7680,93,960,True,7
720,2394,62,420,True,153
721,467,7,1210,True,12
722,467,7,7348,True,6
723,467,10,7869,True,16
724,7415,25,62,True,3612
725,10322,17,243,True,435
726,2506,43,141,True,2914
727,497,19,1802,True,95
728,13267,17,393,True,602
729,740,37,6228,True,0
730,11455,27,5755,True,1
731,8202,78,4135,True,0
732,9329,172,2759,True,102
733,7813,162,9561,True,1
734,636,32,221,True,2
735,2001,27,647,True,2
736,13008,143,9277,True,4
737,4689,6,906,True,7
738,123,17,2424,True,157
739,1205,6,9049,True,4
740,128,41,138,True,169
741,3228,47,372,True,0
742,3209,8,2521,True,31
743,7429,0,4494,True,62
744,2807,13,202,True,352
745,1466,101,11537,True,12
746,5,90,1885,True,118
747,12895,26,342,True,703
748,6924,13,1934,True,328
749,3509,160,8490,True,4
750,1015,94,6894,True,0
751,1124,15,249,True,1
752,412,48,32,True,2509
753,8453,85,1665,True,312
754,98,37,6547,True,1
755,6286,29,1164,True,30
756,1903,138,7945,True,1
757,2208,6,7791,True,6
758,8311,101,8400,True,24
759,2929,101,1800,True,105
760,1362,17,862,True,2264
761,7556,66,7489,True,4
762,7730,20,10473,True,9
763,13897,62,787,True,4
764,4473,30,8849,True,20
765,9108,5,399,True,571
766,2060,66,3243,True,11
767,4638,20,4675,True,1
768,9328,17,243,True,435
769,441,32,4940,True,1
770,3552,19,6449,True,34
771,1534,21,3172,True,2
772,3816,76,5030,True,0
773,9190,48,32,True,2509
774,7242,85,434,True,2586
775,5534,107,4,True,121
776,13404,54,10213,True,0
777,6485,43,141,True,2914
778,536,47,10531,True,0
779,4698,13,1682,True,313
780,4705,17,6287,True,65
781,7918,19,7255,True,51
782,3920,41,8938,True,3
783,3387,215,6989,True,1
784,7761,19,270,True,62
785,192,1,11737,True,0
786,7209,19,536,True,131
787,6679,148,1922,True,41
788,1177,89,4029,True,5
789,1177,89,1090,True,1
790,1177,89,11768,True,1
791,1177,89,8073,True,4
792,1177,89,9579,True,5
793,7841,24,10957,True,2
794,5200,13,202,True,352
795,6993,15,1744,True,2
796,7979,154,1437,True,185
797,4219,68,7058,True,10
798,5439,13,1934,True,328
799,5439,13,1682,True,313
800,7282,214,10013,True,1
801,908,7,8003,True,5
802,3544,38,3349,True,2
803,7258,13,834,True,269
804,1073,137,10426,True,12
805,4369,85,434,True,2586
806,12142,6,3901,True,8
807,11659,14,160,True,1477
808,1374,20,5239,True,5
809,1374,20,3591,True,7
810,1374,20,5596,True,3
811,6962,6,6687,True,4
812,6941,43,141,True,2914
813,7365,115,747,True,165
814,9287,93,3501,True,4
815,10935,13,622,True,147
816,1201,155,350,True,3
817,2656,19,543,True,41
818,3715,17,862,True,2264
819,3262,43,141,True,2914
820,10341,17,60,True,291
821,4335,31,1426,True,77
822,273,101,2367,True,59
823,6720,24,2607,True,99
824,1937,13,1276,True,58
825,2262,82,1771,True,323
826,3806,221,160,True,67
827,12129,66,1806,True,21
828,3886,26,1098,True,802
829,2055,94,5852,True,0
830,10042,43,384,True,803
831,10115,19,5460,True,12
832,10115,21,172,True,0
833,10187,31,163,True,521
834,12219,71,8018,True,0
835,11807,76,12387,True,3
836,3961,25,62,True,3612
837,11368,48,1124,True,365
838,1468,8,3343,True,17
839,985,92,2029,True,4
840,894,200,10858,True,28
841,4709,112,7940,True,8
842,4709,89,8919,True,6
843,5954,85,434,True,2586
844,3796,15,2501,True,1
845,8826,95,4288,True,96
846,3473,19,3661,True,55
847,808,17,215,True,863
848,2073,17,862,True,2264
849,2255,17,2006,True,291
850,4837,13,75,True,229
851,1613,41,709,True,9
852,7656,17,1002,True,574
853,706,112,9764,True,5
854,706,89,6998,True,6
855,1195,86,690,True,16
856,1580,13,637,True,362
857,6697,8,6768,True,9
858,2281,26,1098,True,802
859,102,19,2820,True,158
860,4770,71,1180,True,1
861,4770,71,9796,True,0
862,4873,61,6899,True,36
863,2145,48,1124,True,365
864,8615,6,4037,True,12
865,7377,107,9877,True,15
866,5137,6,5733,True,10
867,1698,6,3134,True,10
868,5802,31,10565,True,19
869,5802,26,1881,True,390
870,4771,48,382,True,292
871,5027,20,10244,True,0
872,3337,29,640,True,22
873,7012,28,853,True,21
874,3909,26,990,True,667
875,10439,31,658,True,453
876,7508,10,3875,True,16
877,4303,39,150,True,32
878,4711,19,5943,True,47
879,434,161,7133,True,0
880,434,161,6423,True,0
881,434,161,14477,True,0
882,434,161,12189,True,0
883,2835,86,3655,True,35
884,258,47,8868,True,5
885,886,19,261,True,65
886,816,154,2620,True,123
887,6184,79,4683,True,3
888,9122,17,215,True,863
889,3451,71,4639,True,0
890,6352,27,8871,True,0
891,6249,31,7999,True,37
892,3003,13,32,True,1189
893,6005,38,3075,True,11
894,270,7,1132,True,3
895,9630,101,2371,True,103
896,1314,2,3632,True,2
897,1314,2,4341,True,0
898,8923,17,818,True,872
899,3299,55,2676,True,0
900,11764,17,2006,True,291
901,5972,48,1928,True,185
902,1398,6,4272,True,1
903,11917,48,1928,True,185
904,1157,17,862,True,2264
905,8620,68,8850,True,8
906,7870,17,862,True,2264
907,11207,71,10612,True,0
908,13909,43,141,True,2914
909,1296,44,7110,True,2
910,9765,14,160,True,1477
911,196,7,2684,True,26
912,3397,29,287,True,26
913,7207,8,5649,True,31
914,824,95,7766,True,27
915,139,9,8676,True,21
916,6046,19,1974,True,92
917,5392,76,3371,True,2
918,1971,13,607,True,66
919,2429,20,3779,True,4
920,10337,17,967,True,282
921,3120,154,2438,True,455
922,5810,224,1327,True,11
923,879,71,282,True,0
924,410,8,8923,True,1
925,7095,21,1689,True,0
926,10559,26,990,True,667
927,69,7,9022,True,8
928,7213,13,853,True,159
929,377,7,7213,True,20
930,8028,17,1753,True,31
931,1126,7,5753,True,1
932,4981,17,3091,True,43
933,6325,31,1211,True,403
934,6325,34,90,True,1164
935,3311,19,4649,True,75
936,3868,24,10327,True,1
937,13066,198,9654,True,1
938,5982,19,955,True,76
939,40,26,64,True,806
940,1071,7,6508,True,4
941,1569,85,434,True,2586
942,2961,6,6732,True,5
943,1276,118,774,True,411
944,5361,43,141,True,2914
945,6357,26,1936,True,333
946,8669,8,1357,True,17
947,3356,10,2924,True,16
948,7370,17,1753,True,31
949,12608,39,1458,True,4
950,4410,43,141,True,2914
951,1915,31,3257,True,138
952,8105,20,7945,True,7
953,248,17,215,True,863
954,2871,17,2044,True,76
955,10668,207,5953,True,1
956,4390,50,7870,True,0
957,6235,20,6921,True,4
958,4570,11,23,True,1311
959,7714,100,11058,True,5
960,499,7,4756,True,15
961,1198,47,9866,True,1
962,8263,6,2409,True,29
963,8165,106,592,True,193
964,10293,22,7344,True,0
965,2127,60,90,True,457
966,2687,76,3371,True,2
967,2687,76,7850,True,2
968,11116,19,559,True,377
969,496,13,1934,True,328
970,6385,38,6336,True,1
971,5318,19,739,True,30
972,2991,76,6773,True,1
973,9259,30,3228,True,58
974,1062,7,1897,True,10
975,6614,101,3232,True,66
976,6614,22,9054,True,0
977,2042,8,281,True,15
978,5713,29,274,True,37
979,6026,15,5225,True,1
980,1330,89,872,True,5
981,7171,10,6352,True,5
982,9550,25,62,True,3612
983,7744,26,342,True,703
984,1741,83,592,True,89
985,5845,14,585,True,115
986,9033,8,1440,True,30
987,4809,14,10297,True,7
988,1410,157,2394,True,3
989,1803,156,6317,True,38
990,1803,56,1803,True,0
991,7228,166,5422,True,23
992,6002,19,2773,True,57
993,1830,29,3647,True,4
994,8227,23,10247,True,4
995,2053,6,9360,True,6
996,3880,17,862,True,2264
997,890,23,57,True,152
998,6016,26,342,True,703
999,2569,48,32,True,2509
1000,2751,20,6538,True,5
1001,3466,218,8500,True,4
1002,7274,14,2646,True,37
1003,2719,17,2123,True,380
1004,3043,38,1580,True,2
1005,9169,27,5796,True,1
1006,10252,31,655,True,62
1007,5521,99,6086,True,6
1008,2769,29,834,True,19
1009,12725,71,7718,True,0
1010,3009,6,2158,True,9
1011,3949,38,3335,True,7
1012,2096,41,1245,True,116
1013,3181,89,842,True,9
1014,4100,19,955,True,76
1015,13205,24,1183,True,6
1016,5849,106,352,True,4
1017,2678,6,2525,True,7
1018,8122,43,141,True,2914
1019,3739,19,721,True,51
1020,13360,163,330,True,8
1021,7130,41,11695,True,0
