,h_id,r_id,t_id,predicted_head,similar_triples
274,4400,4,1727,True,134
275,804,1,3731,True,166
276,8715,2,21,True,1252
277,3926,0,2480,True,1
278,11831,13,401,True,141
279,8882,14,8266,True,15
280,969,2,25,True,1758
281,1286,14,288,True,2440
282,16255,5,5956,True,20
283,9536,11,39,True,3928
284,6459,2,337,True,2178
285,4381,4,384,True,222
286,876,15,5072,True,21
287,14638,20,7758,True,43
288,3981,10,1032,True,31
289,13251,3,31,True,4666
290,5709,17,789,True,243
291,7665,2,158,True,268
292,12442,17,14274,True,5
293,13186,0,2245,True,8
294,11428,27,196,True,9
295,10026,2,291,True,521
296,13286,2,55,True,1451
297,15930,2,286,True,2308
298,4267,1,947,True,93
299,13838,3,23,True,817
300,3286,2,59,True,886
301,14015,2,485,True,2502
302,13222,0,8450,True,3
303,8488,0,11282,True,5
304,11608,17,2793,True,48
305,15104,5,13,True,593
306,476,2,131,True,443
307,3773,2,83,True,2455
308,13482,14,49,True,1016
309,7117,1,443,True,41
310,7583,15,3216,True,60
311,4964,2,83,True,2455
312,2472,2,313,True,2324
313,10681,2,906,True,316
314,11466,2,1295,True,102
315,3002,2,337,True,2178
316,2656,9,4970,True,29
317,771,1,2457,True,132
318,12577,15,2306,True,65
319,13757,1,11944,True,9
320,12563,25,893,True,77
321,3018,2,5,True,3746
322,3333,3,31,True,4666
323,8131,24,198,True,131
324,4252,11,39,True,3928
325,7847,10,522,True,17
326,192,10,2304,True,164
327,7190,13,2022,True,147
328,1108,3,729,True,234
329,3272,22,475,True,241
330,909,7,2566,True,36
331,9696,41,5682,True,78
332,11295,13,233,True,189
333,13668,2,286,True,2308
334,7018,2,1516,True,220
335,15197,0,6607,True,5
336,7318,13,401,True,141
337,7579,3,332,True,129
338,5326,2,102,True,1791
339,7513,2,139,True,2927
340,9033,20,152,True,226
341,2222,15,10209,True,8
342,3479,1,2409,True,78
343,4665,2,826,True,320
344,15373,14,288,True,2440
345,13155,2,5,True,3746
346,12985,8,1953,True,247
347,11226,2,108,True,274
348,10527,2,224,True,908
349,4379,28,16498,True,7
350,2519,4,3734,True,26
351,2717,10,2060,True,93
352,3839,2,4730,True,68
353,13458,2,485,True,2502
354,4033,2,102,True,1791
355,6081,2,7,True,812
356,10316,3,1743,True,74
357,16483,4,760,True,79
358,4634,2,139,True,2927
359,3440,2,2514,True,62
360,13750,6,172,True,145
361,2963,0,13206,True,4
362,5671,10,554,True,353
363,4462,4,7940,True,8
364,3541,3,87,True,1659
365,3504,1,947,True,93
366,14132,2,10215,True,11
367,15322,4,775,True,107
368,14529,25,1182,True,155
369,9470,4,2214,True,20
370,11799,2,408,True,332
371,13057,1,972,True,144
372,10220,11,168,True,2346
373,16002,3,729,True,234
374,13836,13,5127,True,82
375,1250,2,485,True,2502
376,7939,22,6885,True,37
377,14742,9,6500,True,26
378,5007,2,11515,True,9
379,11768,22,354,True,443
380,15016,2,0,True,0
381,13461,17,14010,True,5
382,15182,1,972,True,144
383,15778,13,3593,True,16
384,206,1,11323,True,18
385,8313,22,104,True,26
386,7671,2,309,True,909
387,5243,2,102,True,1791
388,7644,0,16072,True,2
389,13265,2,83,True,2455
390,6219,7,110,True,95
391,11875,11,168,True,2346
392,9952,2,485,True,2502
393,8169,11,39,True,3928
394,3594,2,701,True,1001
395,15908,20,152,True,226
396,13639,15,3091,True,15
397,8026,4,16763,True,7
398,7344,2,615,True,117
399,9499,11,42,True,615
400,9872,2,485,True,2502
401,12348,2,485,True,2502
402,6985,2,2079,True,64
403,7936,2,4678,True,92
404,3198,3,1954,True,44
405,3803,17,1717,True,29
406,10514,0,1397,True,10
407,15282,5,5692,True,24
408,9880,0,10611,True,3
409,10773,4,156,True,97
410,9728,2,422,True,1002
411,2054,10,15915,True,11
412,1954,7,127,True,78
413,10234,3,1565,True,171
414,7243,41,5682,True,78
415,12268,4,1848,True,71
416,2049,22,12769,True,10
417,1954,7,1389,True,81
418,9972,2,21,True,1252
419,10045,17,6970,True,40
420,12975,13,2177,True,44
421,2568,2,1287,True,1009
422,14948,2,5,True,3746
423,14880,2,4600,True,138
424,14923,18,229,True,256
425,4209,2,275,True,1223
426,16021,3,87,True,1659
427,14084,2,787,True,108
428,13521,31,12674,True,0
429,10539,9,3174,True,45
430,10858,27,927,True,206
431,15489,11,168,True,2346
432,3848,10,33,True,118
433,11134,2,5,True,3746
434,747,7,3311,True,9
435,7385,23,3184,True,8
436,14864,4,15713,True,15
437,8832,14,982,True,110
438,7262,2,59,True,886
439,5662,18,31,True,975
440,1700,10,1399,True,677
441,16741,22,10922,True,10
442,9495,15,1374,True,27
443,1743,1,2617,True,176
444,7136,3,31,True,4666
445,9584,11,42,True,615
446,4338,1,1280,True,295
447,14468,2,5,True,3746
448,4784,11,39,True,3928
449,15391,2,811,True,191
450,16433,11,6025,True,12
451,8270,22,653,True,206
452,14144,10,89,True,411
453,1210,2,1103,True,584
454,9712,0,1993,True,0
455,12994,10,2060,True,93
456,10426,22,617,True,134
457,2970,21,44,True,218
458,10581,1,11363,True,25
459,12471,5,13,True,593
460,489,2,278,True,4431
461,11449,11,3000,True,142
462,5424,1,2725,True,19
463,2265,2,485,True,2502
464,6854,2,141,True,1524
465,3916,2,313,True,2324
466,8103,24,10981,True,58
467,11748,3,23,True,817
468,11834,2,755,True,387
469,8886,18,31,True,975
470,9682,14,3841,True,70
471,3749,2,3636,True,26
472,2075,2,348,True,447
473,8012,11,39,True,3928
474,6144,11,39,True,3928
475,11845,2,422,True,1002
476,10548,8,1768,True,71
477,5799,16,2689,True,30
478,1484,10,399,True,618
479,13643,11,8207,True,11
480,10947,2,337,True,2178
481,2075,3,31,True,4666
482,11021,3,324,True,244
483,13251,17,5323,True,60
484,3350,22,45,True,51
485,754,2,245,True,19
486,9832,2,534,True,631
487,3460,2,275,True,1223
488,13108,15,9603,True,39
489,4964,10,365,True,162
490,8664,2,12036,True,22
491,267,23,1751,True,1
492,3987,11,39,True,3928
493,12823,2,275,True,1223
494,4734,2,3008,True,16
495,2920,2,275,True,1223
496,7654,11,344,True,1206
497,4950,2,485,True,2502
498,11079,2,1129,True,163
499,4341,2,25,True,1758
500,14340,25,3985,True,136
501,8517,2,139,True,2927
502,4528,0,11697,True,2
503,1316,7,515,True,45
504,1282,22,6460,True,13
505,13904,14,288,True,2440
506,9846,2,286,True,2308
507,6198,2,141,True,1524
508,916,7,13590,True,14
509,14233,9,1001,True,21
510,8896,2,275,True,1223
511,16020,10,3845,True,19
512,5624,15,1026,True,47
513,9302,2,273,True,775
514,11072,3,31,True,4666
515,13626,37,13826,True,9
516,13901,4,1797,True,177
517,16540,2,1421,True,640
518,14346,2,106,True,37
519,7025,10,8122,True,18
520,16505,4,14790,True,9
521,3353,25,594,True,234
522,9650,32,2730,True,42
523,31,7,3754,True,12
524,9969,2,701,True,1001
525,9841,13,1070,True,6
526,87,1,13537,True,9
527,16650,18,31,True,975
528,10386,10,3540,True,115
529,8482,2,9692,True,44
530,10115,1,3224,True,48
531,9493,2,485,True,2502
532,5544,15,8293,True,11
533,2172,0,11214,True,9
534,1703,4,4058,True,21
535,8336,0,13830,True,2
536,5076,2,5,True,3746
537,1534,2,100,True,118
538,6036,3,31,True,4666
539,2260,7,636,True,68
540,10368,0,4952,True,9
541,8473,1,2813,True,197
542,207,7,1799,True,78
543,9721,2,1709,True,139
544,16401,3,87,True,1659
545,1751,2,408,True,332
546,303,18,110,True,2
547,14428,3,87,True,1659
548,8246,15,4888,True,5
549,2189,10,3882,True,104
550,1895,1,7202,True,34
551,5312,2,139,True,2927
552,16881,14,49,True,1016
553,3611,23,614,True,1
554,2093,2,141,True,1524
555,11018,10,3882,True,104
556,9675,2,464,True,52
557,14301,0,6809,True,3
558,12689,2,278,True,4431
559,9759,4,3019,True,48
560,14294,2,16725,True,8
561,6630,2,278,True,4431
562,14867,2,1287,True,1009
563,16465,2,337,True,2178
564,2521,13,1407,True,73
565,4835,2,224,True,908
566,13882,2,701,True,1001
567,6694,0,7590,True,10
568,6307,2,348,True,447
569,15259,13,10277,True,13
570,536,1,3190,True,58
571,4321,2,291,True,521
572,10292,3,623,True,120
573,7437,17,4629,True,110
574,4057,2,278,True,4431
575,14504,11,39,True,3928
576,8748,2,25,True,1758
577,4609,10,1968,True,35
578,3944,2,102,True,1791
579,6670,2,25,True,1758
580,13812,6,172,True,145
581,3720,11,39,True,3928
582,8938,3,87,True,1659
583,9181,11,39,True,3928
584,16030,37,475,True,4
585,4262,2,485,True,2502
586,9788,22,416,True,9
587,12709,22,9512,True,13
588,734,10,628,True,39
589,15812,2,1692,True,300
590,11399,2,4678,True,92
591,11613,25,1182,True,155
592,4876,2,102,True,1791
593,2667,2,102,True,1791
594,9438,1,1280,True,295
595,3122,33,7246,True,0
596,7700,2,682,True,61
597,11879,4,170,True,241
598,9330,2,83,True,2455
599,8967,22,1407,True,28
600,15623,2,337,True,2178
601,407,2,5,True,3746
602,9295,2,1395,True,368
603,10160,2,139,True,2927
604,11815,2,1287,True,1009
605,3154,2,313,True,2324
606,9409,2,619,True,211
607,3581,2,5,True,3746
608,10308,2,7,True,812
609,14156,3,87,True,1659
610,6289,10,524,True,165
611,5008,9,829,True,0
612,6240,2,25,True,1758
613,15452,2,1421,True,640
614,4220,2,313,True,2324
615,475,19,3896,True,146
616,15390,2,61,True,227
617,12604,2,278,True,4431
618,15002,22,6885,True,37
619,3789,2,1421,True,640
620,13884,5,13,True,593
621,1874,2,139,True,2927
622,16876,13,475,True,138
623,15144,13,951,True,77
624,6344,10,164,True,139
625,127,7,249,True,29
626,5559,2,1103,True,584
627,16767,11,39,True,3928
628,1842,1,3731,True,166
629,16932,2,422,True,1002
630,13355,11,39,True,3928
631,11131,13,45,True,53
632,3569,10,3927,True,176
633,15312,4,6067,True,3
634,4685,7,206,True,62
635,12482,5,13,True,593
636,578,2,1287,True,1009
637,15974,2,286,True,2308
638,511,2,2597,True,79
639,17048,15,13842,True,9
640,13429,3,31,True,4666
641,1566,2,534,True,631
642,7831,21,12978,True,4
643,7312,2,4600,True,138
644,10540,2,485,True,2502
645,16591,13,13174,True,1
646,1186,11,39,True,3928
647,11324,14,4104,True,38
648,8747,2,25,True,1758
649,10649,3,110,True,72
650,15353,11,39,True,3928
651,8358,10,564,True,252
652,16182,15,1979,True,6
653,6231,2,139,True,2927
654,729,7,2209,True,29
655,6156,3,207,True,155
656,14773,2,5,True,3746
657,9891,2,599,True,170
658,8585,11,744,True,87
659,9797,2,485,True,2502
660,8019,13,104,True,32
661,10495,2,495,True,14
662,16420,13,580,True,29
663,12459,1,1280,True,295
664,6929,2,309,True,909
665,11783,3,31,True,4666
666,10784,10,91,True,79
667,7806,18,23,True,128
668,16268,2,278,True,4431
669,13582,8,3064,True,109
670,10702,4,1681,True,38
671,5851,2,5,True,3746
672,13542,2,59,True,886
673,15392,0,13064,True,3
674,8034,25,893,True,77
675,10211,10,2017,True,9
676,5368,8,6254,True,37
677,16165,27,3337,True,21
678,16697,2,337,True,2178
679,3888,3,31,True,4666
680,12451,2,102,True,1791
681,16013,14,288,True,2440
682,7890,10,498,True,200
683,15586,2,485,True,2502
684,12898,1,93,True,783
685,5525,2,534,True,631
686,14590,10,554,True,353
687,11066,2,485,True,2502
688,8894,2,102,True,1791
689,651,0,10927,True,9
690,3996,2,490,True,157
691,13686,6,3406,True,12
692,10316,10,15915,True,11
693,7348,2,278,True,4431
694,11637,2,278,True,4431
695,14137,4,384,True,222
696,12766,27,1942,True,56
697,13177,2,6960,True,19
698,11292,1,3768,True,118
699,1798,1,12317,True,27
700,15204,4,4559,True,37
701,14888,11,2779,True,141
702,14309,2,313,True,2324
703,16392,2,6353,True,13
704,13643,1,6616,True,44
705,525,2,4148,True,39
706,8632,17,1810,True,128
707,10175,2,485,True,2502
708,1749,7,110,True,95
709,3762,23,6401,True,3
710,9786,2,313,True,2324
711,9981,15,170,True,140
712,9775,2,1229,True,85
713,14455,8,1953,True,247
714,4564,2,278,True,4431
715,8267,2,619,True,211
716,11641,15,80,True,43
717,6232,1,6702,True,13
718,6843,7,266,True,36
719,5003,2,957,True,111
720,12716,2,286,True,2308
721,8463,2,2134,True,32
722,6900,2,493,True,330
723,11914,15,8132,True,3
724,9573,2,465,True,157
725,7464,22,363,True,115
726,16272,15,763,True,64
727,13823,13,15683,True,2
728,9799,10,1123,True,243
729,6156,5,4009,True,29
730,14939,2,278,True,4431
731,8150,1,2409,True,78
732,9245,3,31,True,4666
733,10458,2,83,True,2455
734,6200,2,7,True,812
735,3334,3,5270,True,40
736,3372,29,2064,True,1
737,13492,28,16498,True,7
738,8101,2,106,True,37
739,10276,2,6152,True,63
740,11449,2,1287,True,1009
741,7170,9,3826,True,5
742,3575,10,3540,True,115
743,3354,11,39,True,3928
744,4744,2,5,True,3746
745,11723,27,1692,True,0
746,14430,22,1239,True,20
747,883,0,6421,True,6
748,10089,2,1421,True,640
749,13771,11,42,True,615
750,8316,2,485,True,2502
751,9961,22,363,True,115
752,225,6,4426,True,37
753,457,1,12201,True,13
754,7383,11,39,True,3928
755,15972,2,113,True,101
756,13650,15,3428,True,19
757,12029,8,2203,True,56
758,6987,2,1813,True,239
759,14084,2,278,True,4431
760,14427,2,16712,True,10
761,11549,3,10624,True,9
762,17005,4,1649,True,29
763,4263,6,898,True,33
764,9129,2,309,True,909
765,2187,8,908,True,460
766,3774,2,935,True,220
767,4648,14,288,True,2440
768,1486,1,3731,True,166
769,14970,4,8823,True,24
770,12384,10,2185,True,30
771,13043,2,422,True,1002
772,686,2,286,True,2308
773,11212,10,3882,True,104
774,10646,10,1950,True,24
775,6466,2,5,True,3746
776,7671,3,5482,True,10
777,15549,2,21,True,1252
778,8485,2,25,True,1758
779,8613,15,1191,True,11
780,9802,1,3812,True,100
781,7444,8,908,True,460
782,10867,0,10460,True,2
783,2458,0,12605,True,2
784,10976,8,3064,True,109
785,1623,10,1399,True,677
786,10446,0,2198,True,4
787,12900,4,3106,True,12
788,16891,3,31,True,4666
789,14029,2,158,True,268
790,10665,4,12010,True,13
791,6250,5,6377,True,16
792,462,2,422,True,1002
793,16646,2,83,True,2455
794,10350,14,649,True,75
795,13668,25,1182,True,155
796,7409,2,141,True,1524
797,14527,2,278,True,4431
798,5722,3,87,True,1659
799,3508,2,7,True,812
800,14750,1,4006,True,18
801,13742,10,3927,True,176
802,3111,11,344,True,1206
803,14687,2,224,True,908
804,6149,15,170,True,140
805,15455,3,87,True,1659
806,7571,1,9965,True,29
807,6733,1,3683,True,58
808,9443,2,291,True,521
809,6532,2,25,True,1758
810,2643,2,4600,True,138
811,13033,4,5844,True,32
812,9986,2,158,True,268
813,9791,2,5,True,3746
814,12057,2,826,True,320
815,4685,7,31,True,149
816,6668,11,168,True,2346
817,666,3,31,True,4666
818,847,1,2228,True,171
819,2585,2,5,True,3746
820,211,14,49,True,1016
821,12476,2,493,True,330
822,11512,1,4442,True,9
823,13268,24,13430,True,13
824,7092,17,265,True,87
825,13619,2,278,True,4431
826,10642,7,1695,True,40
827,1122,2,493,True,330
828,12869,2,701,True,1001
829,10984,14,49,True,1016
830,3971,2,1516,True,220
831,413,2,1036,True,83
832,3020,19,3896,True,146
833,11489,3,1851,True,3
834,16952,3,259,True,155
835,2823,14,6679,True,108
836,5713,22,4272,True,5
837,7615,3,909,True,20
838,11537,2,286,True,2308
839,5346,2,100,True,118
840,10550,10,1234,True,230
841,1981,7,1852,True,78
842,12063,3,31,True,4666
843,3012,1,14253,True,25
844,373,2,5,True,3746
845,10030,14,288,True,2440
846,11547,10,1310,True,122
847,403,11,39,True,3928
848,8571,2,139,True,2927
849,10422,15,11702,True,3
850,9819,13,1598,True,9
851,4404,8,10694,True,13
852,4866,2,5,True,3746
853,7143,4,968,True,39
854,9761,2,102,True,1791
855,16418,6,354,True,51
856,1393,21,145,True,16
857,3698,15,1754,True,2
858,10425,2,102,True,1791
859,13944,23,1249,True,10
860,13755,3,87,True,1659
861,13943,21,6206,True,2
862,8499,2,906,True,316
863,2392,1,15749,True,6
864,9230,11,168,True,2346
865,13818,22,5173,True,3
866,14293,14,288,True,2440
867,574,3,31,True,4666
868,2280,2,131,True,443
869,9787,13,172,True,377
870,4579,2,25,True,1758
871,10474,2,158,True,268
872,10169,11,39,True,3928
873,12390,8,908,True,460
874,10802,15,1569,True,55
875,10855,11,42,True,615
876,10354,8,820,True,192
877,4178,30,13587,True,0
878,10025,3,9322,True,24
879,16606,2,408,True,332
880,12029,2,275,True,1223
881,13113,10,531,True,55
882,6911,2,313,True,2324
883,6597,20,321,True,221
884,4773,2,701,True,1001
885,14491,2,1287,True,1009
886,2462,2,286,True,2308
887,1201,23,3705,True,17
888,11425,13,8728,True,3
889,15918,1,1409,True,8
890,1201,1,352,True,237
891,7355,3,229,True,1054
892,2376,11,39,True,3928
893,1127,1,1305,True,66
894,14422,2,955,True,162
895,2682,14,7012,True,18
896,1336,11,5648,True,11
897,12418,2,5,True,3746
898,12126,2,278,True,4431
899,14548,2,8275,True,14
900,7207,2,1985,True,75
901,1782,0,4243,True,9
902,15671,20,6272,True,10
903,4498,1,5059,True,21
904,8737,2,485,True,2502
905,11359,1,860,True,243
906,10865,10,365,True,162
907,8056,2,518,True,564
908,11259,1,352,True,237
909,7121,10,2910,True,30
910,13840,2,278,True,4431
911,4246,13,6765,True,14
912,5934,3,1743,True,74
913,939,1,3793,True,37
914,2970,2,139,True,2927
915,11507,2,9828,True,22
916,12801,2,21,True,1252
917,2333,2,1543,True,152
918,12884,25,317,True,356
919,1835,2,139,True,2927
920,3143,2,286,True,2308
921,4840,11,39,True,3928
922,7112,1,115,True,229
923,351,2,746,True,645
924,3317,4,384,True,222
925,7638,0,8200,True,8
926,2315,2,2156,True,73
927,5333,2,139,True,2927
928,5078,2,2898,True,39
929,14229,20,7497,True,13
930,4544,8,1768,True,71
931,14418,2,309,True,909
932,13081,2,83,True,2455
933,4974,6,12713,True,16
934,7322,11,168,True,2346
935,10347,4,6067,True,3
936,15888,2,485,True,2502
937,954,2,2132,True,159
938,127,7,297,True,33
939,1315,11,344,True,1206
940,6303,17,10325,True,12
941,13315,10,3580,True,11
942,16522,0,14317,True,3
943,11370,2,2276,True,154
944,3223,2,746,True,645
945,4317,10,12145,True,11
946,14279,10,399,True,618
947,12682,2,485,True,2502
948,4065,14,800,True,184
949,9163,8,1768,True,71
950,2186,20,1870,True,27
951,225,10,1234,True,230
952,4106,33,3942,True,0
953,1970,3,23,True,817
954,10668,22,617,True,134
955,12686,11,168,True,2346
956,10811,11,168,True,2346
957,5159,2,291,True,521
958,1113,23,7793,True,0
959,2704,2,9423,True,18
960,15431,0,11532,True,1
961,5340,11,168,True,2346
962,14886,15,1076,True,34
963,16566,27,3337,True,21
964,14195,2,5,True,3746
965,8218,22,4426,True,1
966,10339,27,3365,True,33
967,7004,2,599,True,170
968,16271,15,1378,True,78
969,5042,2,337,True,2178
970,10976,14,552,True,628
971,841,5,1585,True,95
972,8607,0,10721,True,0
973,11391,2,337,True,2178
974,14290,2,83,True,2455
975,171,27,694,True,62
976,2998,2,286,True,2308
977,7109,2,291,True,521
978,351,2,131,True,443
979,2313,2,313,True,2324
980,11641,2,313,True,2324
981,7328,13,653,True,227
982,795,7,1389,True,81
983,14467,2,286,True,2308
984,11505,3,1903,True,87
985,2042,2,1036,True,83
986,13145,3,1245,True,13
987,15950,3,87,True,1659
988,16641,4,758,True,151
989,12577,15,16515,True,12
990,370,7,2945,True,4
991,14448,2,141,True,1524
992,16698,11,168,True,2346
993,5433,3,229,True,1054
994,13189,11,344,True,1206
995,8874,4,14924,True,5
996,9937,1,3360,True,16
997,2566,7,87,True,172
998,872,2,814,True,156
999,1669,2,139,True,2927
1000,13466,2,337,True,2178
1001,15479,17,1868,True,18
1002,11506,2,534,True,631
1003,15010,5,281,True,206
1004,4697,10,3950,True,87
1005,13210,3,229,True,1054
1006,3017,2,286,True,2308
1007,390,22,354,True,443
1008,1799,7,5830,True,30
1009,7397,3,729,True,234
1010,1289,2,1965,True,187
1011,2577,2,278,True,4431
1012,9275,14,552,True,628
1013,12072,22,1407,True,28
1014,10784,6,239,True,27
1015,1990,3,299,True,261
1016,9774,5,13,True,593
1017,8011,2,518,True,564
1018,16720,2,1014,True,628
